,Real summarize,Category
150,"He said Tory plans to cut ???œ35bn tax would ""cut deep into public service"".""This will be the central dividing line at the election, between a Conservative Party taking Britain back and planning deep cuts of ???œ35bn in our services, and a Labour government taking Britain forward, which on a platform of stability will reform and renew our hospitals, schools and public services and, I am proud to say, spend by 2008 ???œ60bn more.""The chancellor said the vote - expected to fall on 5 May - will give a ""clear and fundamental"" choice between Labour investment and Conservative cuts.He said after seven years Labour had transformed from a party not trusted with the economy to ""the only party trusted with the economy"".It was now a ""party not just of employees, but of employers and managers"", he said.To a packed audience at Gateshead's Sage Centre, the chancellor said the cuts proposed by shadow chancellor Oliver Letwin were the equivalent of sacking every teacher, GP and nurse in the country, he told activists.",politics
151,"As well as their election move, Save the Scottish Regiments will join other campaigners at a rally in London in the spring.Scotland's only Conservative MP Peter Duncan said the Save the Scottish Regiments had done a ""superb job"" in fighting against defence cuts.Save the Scottish Regiments will also field a candidate against Armed Forces Minister Adam Ingram in East Kilbride.A regiments' campaign group is to target nine marginal Labour seats at the General Election.In trying to get rid of Scotland's historic regiments, Labour MPs will end up being scrapped themselves,"" he said.However, Labour MP George Foulkes said the campaigners would not make any difference to the outcome of the election and would not win the argument.It added that it can only be stopped from inflicting serious damage on Labour if the government reverses its plan to merge the six Scottish regiments.""A serving soldier knows that what Labour is proposing is right,"" he said.",politics
152,"Immigration and asylum have normally been issues politicians from the big parties have tiptoed around at election time.But, while all the parties appear to agree the time has come to properly debate and address the issue, there are already signs they will run into precisely the same problems as before.Labour has already branded the proposal unworkable but party strategists have seen the Tories seizing a poll advantage over the issue.Former union leader Sir Bill Morris has already accused both the big parties of engaging in a ""bidding war about who can be nastiest to asylum seekers"".The challenge for the big parties is to ensure they can engage in the debate during the cut and thrust of a general election while also avoiding that trap.That has been attacked by the Tories as too little, too late and for failing to tackle the key issue of the numbers entering the UK.That was also true at the last general election and the issue did briefly become a campaigning issue.",politics
153,"""Yet throughout our inquiry we have seen time and time again that extremely vulnerable people are entering custody with a history of mental illness, drug and alcohol problems and potential for taking their own lives.""There was one prison suicide every four days between 1999 and 2003, MPs said.The report, which followed a year-long inquiry by the committee, found the high death rate ""amounts to a serious failure to protect the right to life of a highly vulnerable group"".The misplaced over-reliance on the prison system for some of the most vulnerable people in the country is at the heart of the problems that we encountered.Committee chairman Labour MP Jean Corston said: ""Each and every death in custody is a death too many, regardless of the circumstances.The committee also highlighted ""deeply worrying"" cases of children and young people taking their own lives.Many of those who ended up taking their own lives had ""presented themselves"" to the authorities with these problems before they even offended, the report said.The joint committee on human rights found those committing suicide were mainly the most vulnerable, with mental health, drugs or alcohol problems.",politics
154,"The Conservative Party would deal ""sympathetically"" with any application by disgraced peer Lord Archer to rejoin its ranks, its co-chairman has said.Dr Fox was asked if he would say yes or no if Lord Archer applied to rejoin.Lord Archer, who was not available for comment, remains a popular figure among constituency Tory parties and is a successful fundraiser.Tory peer Lord Tebbit said he agreed with Dr Fox's view, and said the case should be looked at on its merits.Lord Archer spent two years in prison after being convicted of perjury and perverting the course of justice.Meanwhile, senior Conservative MP Sir Teddy Taylor warned that moves bring Lord Archer back into the fold could be controversial.A jury ruled that Lord Archer lied during a libel trial against the Daily Star at the High Court in London in 1987.",politics
155,"Among the over-65s, 70% said they would be certain to vote in an immediate election, compared with 39% of people under 55.Charity boss Gordon Lishman said if a ""decisive blow"" was struck at the election it would be by older voters who could be relied on to turn out.""Older people want to see manifesto commitments that will make a difference to their lives,"" Mr Lishman said.A survey for the charity suggests 69% of over-55s say they always vote in a general election compared with just 17% of 18 to 24 year olds.Political parties cannot afford to take older UK voters for granted in the coming election, says Age Concern.",politics
156,"Tony Blair has had the chance to tackle the problems facing Britain and has failed, Michael Howard has said.The election will give Britain the chance to change.""Mr Blair has failed to tackle these problems, he claimed, saying he has the ""wrong solution"" to them.""Let us never forget that when Michael Howard was in government Britain suffered mass unemployment, 15% interest rates, record home repossessions, and the introduction of the poll tax.""Britain is heading in the wrong direction"", the Conservative leader said in his New Year message.""With Labour Britain is working.The catastrophe was overshadowing the hopes for the future at this usually positive time of the year, Mr Howard said.This is the record Mr Blair will have to defend in the coming months, he said, urging voters to hold him to account.""Worst of all, it is a government that has wasted people's money and failed to tackle the problems families face today.""The last week has shown that the warm, caring heart of Britain beats as strong as ever.""But Labour spokesman Mr Kemp said: ""It would be more appropriate for this message to come out on 1 April, not 1 January.""",politics
157,"Labour has been accused of using anti-Semitic images in posters which critics claim depict Tory leader Michael Howard as Fagin.Mr Howard did not comment on the anti-Semitism claims when asked about the poster on Monday.The image simply portrayed Mr Howard as a hypnotist, he argued.Labour campaign spokesman Fraser Kemp said the poster had been misunderstood.The poster shows Mr Howard hypnotising people with a pocket watch, saying: ""I can spend the same money twice.""It showed Mr Howard and Mr Letwin - who are both Jewish - as flying pigs.Mr Howard told Greater Manchester Radio: ""It is such a pity that Mr Blair doesn't practise what he preaches.""A Labour spokesman later said the timing of removing the controversial image from the party's website was not affected by the row.There was controversy over another poster choice offered to Labour members.Jewish Chronicle editor Ned Temko said there had been a mixed reaction to the first poster but e-mails from Jewish Chronicle readers showed deeper concern about the hypnotism image.",politics
158,"Mr Peston's book claimed that Mr Brown told Mr Blair: ""There is nothing you could ever say to me now that I could ever believe.""In it he alleges that Mr Blair told Mr Brown in 2003 he would step down as prime minister before the coming general election.With the election widely predicted for May, angry Labour MPs this week warned Mr Blair and Mr Brown about the dangers of disunity.On Wednesday Mr Blair directly denied Mr Brown made that quote, and before he left for Africa on Tuesday the chancellor told reporters: ""Of course I trust the prime minister.""And on Thursday Mr Blair is saying: ""I want to talk about the central purpose ofNew Labour - which is to increase personal prosperity and well-being, not justfor a few but for all.Now Mr Blair is trying to put the focus on the substance of Labour's platform for a third term in government.On Wednesday they unveiled a poster which pictured the prime minister and Mr Brown under the words ""How can they fight crime when they are fighting each other?""Tony Blair says his party's next manifesto will be ""unremittingly New Labour"" and aimed at producing ""personal prosperity for all"".",politics
159,"In his Budget statement, the chancellor said the first 12,500 civil service jobs had been cut, on target.Unions oppose the plans but Mr Brown said ???œ2bn savings had already been made and more jobs had been cut than had been expected at this stage.Chancellor Gordon Brown said 12,500 jobs had gone while 7,800 were being moved out of the South East.Thousands of civil service jobs have already been cut or moved out of London as part of a major cost-cutting drive.Mark Serwotka, the leader of the Public and Commercial Services Union said: ""In last year's budget we had the day of the long knifes as the chancellor kicked off the crude game of who could cut the most civil service jobs between the government and the Tories.A further 200 jobs at the Department of the Environment, Food and Rural Affairs have been earmarked to be cut.",politics
160,"Home Secretary Charles Clarke told the Times he hoped agreement with several countries could be reached.But he said reaching an understanding with some of the detainees' home countries could be difficult.The BBC's home affairs correspondent, Daniel Sandford, said it appeared Mr Clarke was putting more emphasis on the possibility of deportation than his predecessor, David Blunkett.But the Liberal Democrat's shadow home secretary, Mark Oaten, accused Mr Clarke of avoiding the main issue with the Belmarsh detainees.""Some of these people are accused of very, very serious crimes in their home countries so it's not an easy agreement to get and I think for some of these suspects it won't be the solution.""Mr Clarke said that he was seeking ""memorandums of understanding"" between overseas governments and Britain to ensure suspects would not be subjected to the death penalty on their return.Mr Clarke told The Times: ""I think we should be prosecuting much more energetically our ability to deport the individuals concerned to the countries from which they come.""""The government may try and deport some of them and then those that are left see if they can work out some way of putting them on trial,"" he said.",politics
161,"Tory backbencher Edward Leigh said the proposals were a step in the right direction but he told the Financial Times: ""I would come up sooner with much greater tax cuts.""Mr Howard said voters faced a clear choice at the next election between more waste and more tax under Labour and Tory value for money and lower taxes.The Tory tax plan follows complaints from some of the party's MPs that Mr Howard and shadow chancellor Oliver Letwin have taken too long to unveil the proposals.But the Tories are in turn demanding that Tony Blair spell out which taxes he would raise if he wins the election.Interviewed on BBC Radio 2's Jeremy Vine show, Mr Howard said: ""It is perfectly true that I am being attacked on one side by people who think we ought to be promising much, much bigger tax cuts and spending cuts.""On the other side, there are people who say we won't be able to achieve these tax cuts.Michael Howard has dismissed fears from some Conservatives that his plans for ???œ4bn tax cuts are too modest.The Tories on Monday highlighted ???œ35bn in ""wasteful"" spending they would stop to allow tax cuts, reduced borrowing and more spending on key services.",politics
162,"The report said: ""For rich countries, providing aid to help to end global poverty is an obligation and a matter of justice, not an act of charity.""""The world's poorest children are paying for rich countries' policies in aid and debt with their lives.The report said: ""Global poverty threatens our shared prosperity and security.A spokeswoman for the Department for International Development said: ""The government had made a clear commitment to reaching 0.7% of gross national income for overseas development aid by 2013.Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic.Tony Blair is being urged to use all his negotiating powers to end poor countries' debt and double aid.It also points out that in 1970 the G8 of top industrialised nations agreed to spend 0.7% of their incomes on aid.""New threats to the peace and security of rich nations arise from poverty and gross inequalities.Both the prime minister and Chancellor Gordon Brown have called for urgent action to fight world poverty.",politics
163,"Plans to shed 71,000 civil service jobs will prove to be a ""false economy"" that could hamper public sector reforms, according to a TUC report.""Public services are improving but looking for simple savings through job cuts at this stage could be a false economy.""They may shoot a Tory fox, but cutting thousands of civil service jobs will hit the morale and capabilities of the public servants expected to implement government reforms.Public and Commercial Services union members have already voted to strike over cuts for one day on 5 November.General secretary Brendan Barber warned the ""costs could easily outweigh the benefits"".The costs could easily outweigh the benefits.""",politics
164,"Mr Blair said the house arrest powers were already going to be subject to a sunset clause because it was annually renewable.Mr Blair said the bill, which brings in house arrest for terror suspects, had time limiting safeguards already.In the Commons, Mr Howard said it would be ""far better if the whole of the legislation was subject to a sunset clause so Parliament could consider it all in a proper way instead of it being ramrodded through"".The Tories wanted a sunset clause inserted in the Anti-Terrorism Bill that would have forced ministers to revisit it in November.He said if someone was wrongly given a control order it would act as a ""recruiting sergeant"" for terrorists.The Lib Dems plan to oppose the Bill in the Lords on Thursday.The bill proposes ""control orders"", which as well as placing terrorism suspects under house arrest could mean curfews, tagging or bans on telephone and internet use.I would be uneasy about supporting a very bad bill even if it was just for eight months.""The Tories want judicial oversight of all control orders, not just house arrest.He went on to say: ""If we don't get the amendments we regard as essential, including the sunset clause, we will vote against the bill.""",politics
165,"But Mr Howard said he rejected the idea that the Tories and BNP appealed to the same voting instincts.BNP leader Nick Griffin told the Independent he expected some BNP voters to switch to the Tories over the issue.Tory leader Michael Howard has dismissed claims that his immigration policy was ""moving onto the turf"" of the British National Party (BNP).Asked whether he was comfortable with the perception that the Conservatives and the BNP appeal to the same voting instincts, Mr Howard told the BBC: ""I reject that entirely"".Asked if he would welcome BNP voters he told the BBC: ""I don't want anybody to vote for these extremist parties"".Mr Griffin told the Independent the Tories' plans were ""a definite move onto our turf"".",politics
166,"But Mr Herron said North East people did not want or need an assembly.But Mr Herron - who gained fame as one of Sunderland's ""metric martyrs"" and is running his own No campaign alongside the official North East Says No campaign - said he was not convinced by Mr Mallon's arguments.Mr Mallon said an assembly would give local people more of a say over key issues such as transport and crime.Middlesbrough mayor Ray Mallon has been drafted in to boost the Yes campaign as the North East assembly referendum enters its final week.Graham Robb, spokesman for North East Says No, said the Yes campaign's decision to get personal dragged the campaign ""into the gutter"" and showed they were ""rattled"".""The campaign is being run by two-bit Conservatives who are not interested in what happens in the North East; they are interested in hitting the Labour party over the head,"" he said.""It can push paper around but it can not get people moving,"" he said.Mr Mallon is a late recruit to the Yes campaign after rejecting overtures from No campaigners including, he claims, Tory leader Michael Howard.On Wednesday, Mr Mallon provoked fury by branding the official No Campaign ""two-bit Tories"" in a confrontation outside its Durham headquarters.The accountability should be in the North East as well.""",politics
167,"The Tories have promised a reduction on bills for pensioners, who they say have been hardest hit by year-on-year increases in council tax.Labour says it wants to retain the property-based tax but reform it to make it fairer and says there is scope for councils to become more efficient.They say the council tax is the most unpopular and most unfair tax in Britain, because it puts a ""ceiling"" on what the richest pay.It would not be means tested, say the Tories, because that would create more bureaucracy and could discourage people from saving for their retirement.They say they are already helping pensioners with council tax bills, with a ???œ100 lump sum for the over-70s and last year the government capped some local councils' budgets to keep demands down.The rate would be set locally, but administered by the Inland Revenue which they say would save at least ???œ300m.Instead households where council tax payers are over 65 would get a rebate covering half their bill, up to a maximum of ???œ500.The party says it would aim for a ???œ5,000 tax-free personal allowance, or a ???œ7,000 allowance for the over-65s.The Liberal Democrats want to do away with the council tax altogether and switch to a local income tax of the kind seen in the USA, Norway and Switzerland.",politics
168,"Committee chairman Barry Sheerman said: ""UK e-University was a terrible waste of public money.The e-University was scrapped last year, having attracted only 900 students at a cost of ???œ50m.The Commons education select committee called this ""morally indefensible"" but the government said the e-University project had ""improved understanding"".With no significant private investors and no direct accountability to a government minister, the e-University had had ""too much freedom to spend public money as it wished"", the report found.The report warns that the government should not be scared off investment in innovative but potentially risky schemes by the failure of the e-University, but ""should learn the lessons from this disaster"".She added: ""UK e-Universities was not the only organisation to have lost out on private sector investment in the collapse of the dotcom boom.""",politics
169,"Mr Mandelson, a former Labour communications director, told BBC Radio 4's Today programme: ""I understand why the Tories will be gunning for Alastair Campbell because they fear his campaigning skills.That charge was denied by Mr Mandelson, who said the Tories were afraid of Mr Campbell's campaigning skills.He warned the BBC that attacking Mr Campbell had brought it trouble before.The European commissioner and former Labour minister was speaking amid claims that Mr Campbell is part of a Labour ""dirty tricks"" campaign.Mr Campbell is acting as an adviser for Labour, which denies engaging in personal campaigning.The BBC should steer away from ""demonising"" ex-Downing Street media chief Alastair Campbell, Peter Mandelson has said.Conservative co-chairman Liam Fox said Mr Campbell's return and Labour poster plans attacking Mr Howard - recently withdrawn from the party's website - were a sign of ""abusive politics"".",politics
170,"Former Labour leader Neil Kinnock has officially been made a life peer during a ceremony in the House of Lords.During his induction into the Upper House, Lord Kinnock was accompanied by Lords Leader Baroness Amos and Baroness Royall of Blaisdon, a former aide to the ex-Labour leader.Lord Kinnock - who led Labour from 1983 until 1992 - was until recently one of Britain's EU commissioners.A former critic of the House of Lords, he has said he will use the Upper House to advocate its reform and to talk on issues like higher education.It has been a long journey for the new Lord Kinnock from his earliest days as a rebellious youngster in the south Wales valleys.He will be known Baron Kinnock of Bedwellty - after his former constituency.As he assumes the title of Lord Kinnock, he has also become chairman of the British Council, which promotes the UK's reputation for arts, science and education.""I accepted the kind invitation to enter the House of Lords as a working peer for practical political reasons,"" he said when his peerage was first announced.",politics
171,"""How is it that peace has not arrived?,"" the cardinal will ask.On Friday, the Cardinal will ask the congregation to search for peace.The cardinal used a Christmas message to denounce the war in Iraq as a ""terrible"" waste of money.Billions of pounds spent on conflict in Iraq and in the Middle East should have been used to reduce poverty, Cardinal Cormac Murphy-O'Connor has said.Both the Cardinal and Archbishop of Canterbury Dr Rowan Williams appealed for the weapons inspectors to be given more time in Iraq before the war started.The cardinal will touch on this theme again on Friday night when he will tell the congregation of 2,000 at Westminster Cathedral that peace is ""worth, always, striving for"".The cardinal said 2005 should be the year for campaigning to ""make history poverty"".""How can one wish a happy Christmas for our fellow Christians in Iraq or in the Holy Land or those who suffer in Africa unless you and I, in whatever way is open to us, say and do what makes for peace?""",politics
172,"BAA also says it has attempted to involve communities in any future airport plans.BAA are also owners of the airports at Heathrow and Gatwick.BAA's expansion of Stansted Airport in Essex by building an extra runway is one of the most fiercely opposed plans.But BAA has said it has attempted to involve communities in any future airport plans.Their opponents are also likely to complain there was no public consultation before an extra runway was built at Luton Airport, or when it changed take-off and landing procedures at Heathrow.Opponents say the ???œ2bn cost of the new runway could not be met unless cash from Heathrow and Gatwick was used.The Stansted expansion, apart from the building of the new runway, would also need to include new terminal buildings to deal with the projected 50m passengers who will use it every year.At Heathrow, BAA said it was working closely with all interested parties to see how the strict environmental, air quality and noise targets for a third runway can be met.At Gatwick, the company has written to homes and business likely to be affected by any extra runway.",politics
173,"Britain has offered to send a company of 120 Gurkhas to assist with the tsunami relief effort in Indonesia, Downing Street said.Discussions have begun with Indonesia on the exact timing and location of the deployment, but the government said the offer was aimed at the Aceh province.The spokesman said: ""Following this morning's daily coordination meeting on the post-tsunami relief effort, the government has formally offered the Indonesian government the assistance of a company of British Army Gurkhas from 2nd Battalion Royal Gurkha Rifles around 120 personnel and two helicopters.""We have offered the Gurkhas to help in the process of scaling up the relief effort, particularly in Aceh which is undoubtedly the hardest hit area in the Indian Ocean at the moment,"" he said.International Development Minister Gareth Thomas said the assistance offer would most likely focus on the northern province of Aceh.",politics
174,"Mr Howard will host a news conference at the party's London HQ every morning, Tory co-chairman Liam Fox said.On Mrs Howard's role, Mr Fox said: ""Sandra has already been campaigning with Michael on a number of visits and has been undertaking short visits herself.""We want Michael to be as accessible as possible,"" Mr Fox said, adding that the party was not afraid of scrutiny.But Labour campaign chiefs say there are no plans for Mr Blair to hold a daily news conference.Tony Blair has also said he is intending to get out and talk to as many people as possible during the election campaign.Mrs Howard will make solo visits to target seats as well as accompanying her husband on his helicopter campaign trail criss-crossing the country.The Tory leader wanted to meet as many ordinary members of the public, Mr Fox said.",politics
175,"The Scottish Executive will not now merge the Scottish Prison Service with local authority social work criminal justice departments.Instead, Scottish councils and the prison service will be compelled to work more closely to cut reoffending.Ministers thought merging the prison service with the council-controlled criminal justice social work departments, which provide community sentences, might have provided an answer.The minister said: ""Better joint working will help prisons play a much stronger role in ending reoffending behaviour and in particular help address the revolving door of reoffending that sees offenders entering prison for short periods during which little is done to address the behaviour that brought them there.""Communities who are paying the price for this reoffending - both in terms of crime and in terms of prison costs - expect better.The plan was to ensure offenders were monitored by the same body during and after prison, preventing many from being lost in the system and helping more of them to stop reoffending.She will announce the move in her Criminal Justice Plan on Monday, aiming to ""break down the barriers between what happens in prison and what happens in the community"".""It costs the taxpayer ???œ35,000 a year to provide each prison place and that cost is increasing.",politics
176,"The Health and Safety Executive said it was trying to get workers more involved in helping to make workplaces safer.The TUC has called on the government to appoint ""roving"" safety reps and to increase spending on health and safety work inspections.The Health and Safety Executive had said that it had launched an initiative to make factories and offices safer, with more worker involvement.The government should change the law to give more protection to employees who raise health and safety concerns about their workplaces, the TUC has said.It said data from employment tribunals suggested 1,500 ""safety whistleblowers"" had lost their jobs since 1999.Mr Barber, who said the ""problem is far worse than official statistics show"", called for a legal system that ""protects safety whistleblowers"".",politics
177,"Home Office minister Fiona Mactaggart said she hoped Mr Blunkett would survive in his job.Shadow home secretary David Davis says Mr Blunkett should quit if he is found to have influenced the visa process even indirectly.The Home Office has said it would be up to Sir Alan's inquiry to decide if any such meeting was relevant.Mr Blunkett talked about how he fell in love - but that she resisted his desire to go public.Mr Blunkett is taking legal action to gain access to Mrs Quinn's two-year-old son.Mr Blunkett told BBC Radio Sheffield: ""I fell in love with someone and they wouldn't go public and things started to go very badly wrong in the summer, and then the News of the World picked up the story.BBC political correspondent Carole Walker said the timing of the broadcast was unlikely to help his efforts to show that he is concentrating on getting on with the job of home secretary.David Blunkett has spoken of his love for married publisher Kimberly Quinn for the first time.",politics
178,"Six government units would also be scrapped under proposals which the Tories say would save more than ???œ4.3bn.Tory frontbencher John Redwood said Britain needed a slimmer government and lower taxes to be competitive.The government has announced plans to cut 100,000 civil servants as part of its efficiency drive.""The Conservatives are committed to cutting Labour's public spending plans by a massive ???œ35 billion,"" he said.The Tories say the strategic health authorities are not needed as it is better that local people, rather than officials, run hospitals and surgeries.Plans to abolish 162 quangos have been unveiled by the Conservatives as part of their effort to show how government red tape can be cut.The Liberal Democrats have said they would cut the number of Whitehall departments to make sure money reaches frontline services.""Labour are creating Two Britains: the Britain of the forgotten majority and bureaucratic Britain,"" he said.",politics
179,"A deal bringing Turkey a step closer to EU membership is of ""fundamental importance"" to the peace and security of the world, Tony Blair has said.The deal to open formal talks with Ankara came despite an EU demand for Turkey to recognise Cyprus.But the Tory leader argued that the EU constitution was not designed to take in a country as large as Turkey.Tory leader Michael Howard said the deal laid to rest any suggestion the EU was ""anti-Islamic"".The internationally recognised southern part of Cyprus is an EU member, but Turkey, which occupies northern Cyprus, had previously insisted it would not bow to demands to recognise the country, calling the issue a ""red line"".It was agreed the issue can be tackled at a later date but Turkish premier Recep Erdogan had to accept negotiations did not guarantee his country full EU membership.",politics
180,"Mr Pound, who is now married with two other teenage children, said: ""I was a nutter and I was a sailor but I wasn't dead.""I was 18 when she was conceived.It was a different time - it was pretty wild.""Lucy, 36, tracked down Mr Pound after her birth mother told her he was known as ""Precious"" at school.He said his first reaction was to wonder if he was victim of a ""set-up"" but he then realised all the dates fitted.I was pretty much out of control.Despite being told he was a ""nutter who died at sea"" she found a reference to Mr Pound on Friends Reunited.Labour MP Stephen Pound has told of his shock and his joy on learning he fathered a daughter when he was ""out of control"" during the ""wild"" 1960s.",politics
181,The five unions meeting Mr Prescott want the government to withdraw these regulations.They want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65.It is just weeks before new regulations are introduced to raise the pension age of local government workers.But a spokesman for Mr Prescott warned that the changes to the local government pension scheme would have to go ahead in April.Other public sector unions have pledged to follow.Mr Prescott held a private meeting with senior union figures last week.Five public sector unions will hold private talks with Deputy Prime Minister John Prescott at Labour's spring conference in Gateshead.The Public and Commercial Services Union (PCS) will co-ordinate any industrial action with up to six other public sector unions.,politics
182,"Shadow Foreign Secretary Michael Ancram said: ""I am glad the foreign secretary has finally been shamed into representing Britain at this important act of commemoration.Foreign Secretary Jack Straw will visit Auschwitz for the 60th anniversary of the former Nazi concentration camp's liberation, it has been announced.The prince, 20, apologised, but critics have called for him to go to Auschwitz for the commemoration of the Soviets' 1945 liberation of the camp.Between 1.1 and 1.5 million people, mainly Jews, were killed at Auschwitz.Altogether, some six million people, mainly Jews, perished in the Holocaust.",politics
183,"""When the officers left, all the envelopes and papers were scattered,"" Mr Sukul said.Interrupting Mr Sukul in his opening, Mr Mawrey said: ""What you are saying is, these men were operating a vote-forging factory on an industrial estate.""The case against the men follows a hearing into postal fraud allegations made against three other Birmingham councillors in the Bordesley Green ward, claims which are denied.Three Labour councillors in Birmingham were caught operating a ""vote-rigging factory"", an Election Court has heard.Mr Afzal, Mr Islam and Mr Kazi deny conspiring to commit election fraud to deceive the returning officer.Mr Mawrey is due to deliver a judgment in their case once the Aston petition has been heard.Police found the trio handling unsealed postal ballots in a deserted warehouse in the city during a late-night raid in June 2004, the hearing was told.Deputy High Court Judge Richard Mawrey, QC told the hearing at the Birmingham and Midlands Institute the case could have potentially serious consequences for any forthcoming General Election.The court heard how documents were taken by police to the elections office next morning, where they were mixed in with other ballots.Witnesses saw them carrying several bags from their campaign office, which the men drove to a warehouse on an industrial estate off Birch Road East, the court was told.",politics
184,"Mr Howard said Mr Blunkett had complained he had inherited a ""giant mess"" when he took over at the Home Office from Jack Straw, now foreign secretary.Downing Street has stressed Mr Blair's support for the home secretary.On Wednesday during Prime Minister's Questions, Tory leader Michael Howard went on the offensive over comments Mr Blunkett is alleged to have made in a new biography.Last week, Mr Blunkett won the first round of a High Court battle with Mrs Quinn for access to her son.Tony Blair is to join Home Secretary David Blunkett in a visit to Sheffield on Thursday.The home secretary has already admitted he was wrong to give the two first class tickets, given to him as an MP, to Mrs Quinn and has since paid the ???œ180 back.Mr Blunkett declined to comment about his own position, saying the inquiry was under way and the High Court had stressed his right to privacy did not affect his job in improving security and stability.The visit to Sheffield will be seen as a show of unity by Mr Blair.",politics
185,"Mr Kennedy also argued that British troops deployed in Iraq should be replaced with forces from other countries - ""especially Islamic countries"".Tony Blair should set out a proper exit strategy from Iraq in the wake of next Sunday's elections in the country, Lib Dem leader Charles Kennedy has said.""Next week the prime minister should make a statement regarding the elections in Iraq,"" Mr Kennedy said during his City of London speech.Mr Kennedy pointed out that the Netherlands, Portugal and the Czech Republic, which all have troops operating in the southern sector of Iraq, have announced their imminent withdrawal ""regardless of the situation on the ground"".In a speech focusing on issues arising from the re-election of George W Bush, Mr Kennedy said Iraq had become a ""crucible of militant terrorism"".",politics
186,"Labour MP Diane Abbot, who backs Mr Phillips' proposal of shortlists, said she had been elected along with three other ethnic minority MPs - Keith Vaz, Paul Boateng and Bernie Grant - in 1987 but it took another 10 years before another black woman was able to win a seat.A call for ethnic minority shortlists to boost the number of black and Asian MPs has been rejected by one of Labour's most senior Asians.On Tuesday Labour chairman Ian McCartney said his party was ""ambitious"" to improve black and Asian representation.That came after it emerged that one of Britain's most ethnically diverse constituency, West Ham, was to get a women-only shortlist for the next election following an NEC ruling.""I am a little older than Shahid and served on the National Executive Committee in the 1990s - I was the first black person on the NEC ... crossing our fingers and hoping we are going to get more black and Asian MP hasn't worked,"" she said.For example in West Ham, this might allow only women and minorities to seek to be candidates.Just 13 of Britain's 659 MPs are from ethnic minority groups, he added.",politics
187,"Sir Ian said the debate over anti-terror plans was one for politicians, not the police, who would enforce any new powers.Sir Ian Blair said terror groups would remember the effect of the Madrid bomb on Spain's general election last year.Sir Ian told a meeting of the Metropolitan Police Authority it would be ""unwise"" to speculate about whether there was specific information about risks of a pre-election attack.Terrorists might try to target the UK in the run-up to the election, London's most senior police officer has said.No 10 was similarly cautious but said the threat was real.Other potential targets were the royal wedding and the UK's presidency of the European Union and G8, he said.Tory leader Michael Howard has accused Mr Blair of steamrolling the house arrest plans and of ""using national security for political point scoring"".He refused to say if there was specific information about the risk of a pre-poll attack.He said No 10 did not disclose any security advice they received.Asked about Sir Ian's comments, the prime minister's official spokesman said: ""We believe the threat is real.""",politics
188,"Italy will visit on 17 August in what will be a warm-up game ahead of the autumn World Cup qualifiers.In their last meeting, the Irish beat Italy in the 1994 World Cup Finals.""The game will be ideal preparation for the three important World Cup qualifiers in the autumn.""""We all witnessed the performances of the Asian teams in the last World Cup, and China play a similar type of football.Brian Kerr's side will face the 54th ranked Chinese on 29 March - just three days after the World Cup qualifier against Israel in Tel Aviv.",sport
189,"""Playing for eighth place is good but I miss the Champions League.Anelka, 25, is in talks over a contract extension beyond 2007 with City but is believed to fear his career will go stale if he stays at the club.Striker Nicolas Anelka reportedly wants to leave Manchester City in search of Champions League football.""I won it with Real Madrid in 2000 and I need to be playing in it - and I should be playing in it.The News of the World reports that Anelka told a French magazine: ""I either decide to win titles or to have an easy life.He added: ""To win titles you need players who have the capability of doing so.",sport
190,"Greek sprinter Kostas Kenteris has denied claims that he faked a motorbike crash to avoid a doping test days before the start of the Olympics.Kenteris insisted: ""The accident happened.Kenteris, speaking on Greece's Alter Television station, also claimed that he asked to be tested for banned substances in hospital after the crash.But Kenteris has continually protested his innocence - and on Sunday blamed Greek Olympic Committee officials and his former coach Christos Tzekos for failing to inform him of the test.Kenteris, a Greek hero after winning gold in the 200m at the 2000 Olympics in Sydney, also confirmed that he was due to light the flame at the Athens opening ceremony.Kenteris and fellow sprinter Katerina Thanou are set to learn if they will face criminal charges this week.",sport
191,"""We have to make sure the England and France games are tough for them.Italy coach John Kirwan believes his side can upset England as the Six Nations wooden spoon battle hots up.The two sides, both without a win, meet on 12 March at Twickenham and Kirwan says his side will be hoping to make the most of England's current slump.""But I have a lot of confidence in my players and I am positive we can put everything together against England.""England, meanwhile, are licking their wounds and rueing what might have been had two decisions from referee Jonathan Kaplan not gone against them in the second half in Dublin.But centre Jamie Noon believes the side at least showed better form than their previous two defeats.""We have got to make sure we now take the form and positives into the Italy game.""England have not been having the best of championships.",sport
192,"Robinson said: ""We are certainly not on the decline.""I have had a word with Mathew,"" said Robinson.England captain Jason Robinson has rubbished suggestions that the world champions are a team in decline.But full-back Robinson believes the new-look England team can stop the rot against France.England were beaten 11-9 by Wales in their Six Nations opener in Cardiff last week and face current champions France at Twickenham on Sunday.Robinson also had words of comfort for 18-year-old Newcastle centre Mathew Tait, who made his international debut against Wales but has been demoted from the squad to face France.We have still got the team to go out and beat anyone on our day.""""But if we can under-perform and lose by only two points then I am sure if we play well this week we will get the win we need.",sport
