,articles,summaries,categories
780,"Gerrard happy at Anfield Liverpool captain Steven Gerrard has reiterated his desire to stay at Anfield and win trophies with the club. The 24-year-old England midfielder is determined to see out his contract, despite reported interest from Chelsea. He said: ""I'm signed here for this season and another two so there is no situation. There's a lot of speculation but that's not down to me. ""As club captain all I want to do is help us get back up the table and into the Champions League again."" Gerrard looked set to move to Chelsea during the summer and speculation of a switch to Stamford Bridge has again arisen, with the January transfer window approaching. He raised doubts about his Reds future when he said he wanted the club to prove they were title challengers in the very near future or he might leave. Liverpool boss Rafael Benitez has insisted that Gerrard has promised him he wants to stay at Anfield. Benitez said: ""I said to Steven that I was sure he wanted to stay here and he said 'I do'. ""I then said to him 'Look, if you want to win titles, you want medals and you want Liverpool to have these things then I am going to need your help'. ""I really think he wants to stay so now what we must do is make the squad stronger for him."" Meanwhile, Gerrard has urged the Anfield board to sign Real Madrid striker Fernando Morientes in the January transfer window. Morientes, 28, has already expressed a willingness to come to England. Gerrard added: ""He's a great player. He scores goals in the league, in cup competitions and also in the Champions League. ""I don't think he'd be able to play for us in Europe this season but if we are able to get hold of him, we'd be getting ourselves a great player. ""He'd have Spanish coaches, a Spanish manager and we have got three or four Spanish players here now so they'll help him settle in. ""Rafael Benitez knows what he wants and he knows how to strengthen the squad he's got and if the right players become available at the right price I am sure we will strengthen. ""It would certainly be nice to see a few new faces in January to freshen things up.""
","Liverpool boss Rafael Benitez has insisted that Gerrard has promised him he wants to stay at Anfield.Liverpool captain Steven Gerrard has reiterated his desire to stay at Anfield and win trophies with the club.""I then said to him 'Look, if you want to win titles, you want medals and you want Liverpool to have these things then I am going to need your help'.""As club captain all I want to do is help us get back up the table and into the Champions League again.""Gerrard looked set to move to Chelsea during the summer and speculation of a switch to Stamford Bridge has again arisen, with the January transfer window approaching.Meanwhile, Gerrard has urged the Anfield board to sign Real Madrid striker Fernando Morientes in the January transfer window.Benitez said: ""I said to Steven that I was sure he wanted to stay here and he said 'I do'.Gerrard added: ""He's a great player.",sport
781,"Yeading face Newcastle in FA Cup Premiership side Newcastle United face a trip to Ryman Premier League leaders Yeading in the FA Cup third round. The game - arguably the highlight of the draw - is a potential money-spinner for non-League Yeading, who beat Slough in the second round. Conference side Exeter City, who knocked out Doncaster on Saturday, will travel to Old Trafford to meet holders Manchester United in January. Arsenal were drawn at home to Stoke and Chelsea will play host to Scunthorpe. The only other non-League side in the draw are Hinckley United, who held Brentford to a goalless draw on Sunday. They will meet League One leaders Luton if they win their replay against Martin Allen's team at Griffin Park. A number of Premiership teams face difficult away games against Championship sides on the weekend of 8/9 January. Third-placed Everton visit Plymouth, Liverpool travel to Burnley, Crystal Palace go to Sunderland, Fulham face Carling Cup semi-finalists Watford, Bolton meet Ipswich, while Aston Villa were drawn against Sheffield United. Premiership strugglers Norwich, Blackburn, West Brom are away at West Ham, Cardiff and Preston North End respectively. Southampton visit Northampton, having already beaten the League Two side in the Carling Cup earlier this season. Middlesbrough were drawn away against either Swindon or Notts County, while Spurs entertain Brighton at White Hart Lane. Arsenal v Stoke Swindon/Notts Co v Middlesbrough Man Utd v Exeter Plymouth v Everton Leicester v Blackpool Derby v Wigan Sunderland v Crystal Palace Wolves v Millwall Yeading v Newcastle Hull v Colchester Tottenham v Brighton Reading v Stockport/Swansea Birmingham v Leeds Hartlepool v Boston Milton Keynes Dons v Peterborough Oldham v Man City Chelsea v Scunthorpe Cardiff v Blackburn Charlton v Rochdale West Ham v Norwich Sheff Utd v Aston Villa Preston v West Brom Rotherham v Yeovil Burnley v Liverpool Bournemouth v Chester Coventry v Crewe Watford v Fulham Ipswich v Bolton Portsmouth v Gillingham Northampton v Southampton QPR v Nottm Forest Luton v Hinckley/Brentford Matches to be played on weekend of 8/9 January.
","Premiership side Newcastle United face a trip to Ryman Premier League leaders Yeading in the FA Cup third round.A number of Premiership teams face difficult away games against Championship sides on the weekend of 8/9 January.Third-placed Everton visit Plymouth, Liverpool travel to Burnley, Crystal Palace go to Sunderland, Fulham face Carling Cup semi-finalists Watford, Bolton meet Ipswich, while Aston Villa were drawn against Sheffield United.The only other non-League side in the draw are Hinckley United, who held Brentford to a goalless draw on Sunday.Conference side Exeter City, who knocked out Doncaster on Saturday, will travel to Old Trafford to meet holders Manchester United in January.",sport
782,"Jones medals 'must go if guilty' World Anti-Doping Agency (WADA) chief Dick Pound says Marion Jones should be stripped of all her medals if found guilty of taking banned substances. Victor Conte, of Balco Laboratories, claims the American sprinter regularly used drugs to enhance her performance. ""If she is found guilty she should be stripped of all her medals and banned for two years,"" said Pound. Asked if there was a timescale as to what medals could be taken, Pound said: ""That is not an issue at all."" However, under International Olympic Committee (IOC) rules, athletes can only be stripped of their medals if caught within three years of the event. Jones, who won five medals at the 2000 Olympics, denies using drugs and says she will take legal action over Conte's allegations. Balco Laboratories is the firm at the centre of a wide-reaching investigation into doping in the US. Pound continued: ""If she has indeed taken drugs it is going to be a big disappointment for a lot of people.""
","""If she is found guilty she should be stripped of all her medals and banned for two years,"" said Pound.World Anti-Doping Agency (WADA) chief Dick Pound says Marion Jones should be stripped of all her medals if found guilty of taking banned substances.Asked if there was a timescale as to what medals could be taken, Pound said: ""That is not an issue at all.""Jones, who won five medals at the 2000 Olympics, denies using drugs and says she will take legal action over Conte's allegations.",sport
783,"Cup holders Man Utd visit Everton Holders Manchester United and Premiership leaders Chelsea both face difficult away ties against Premiership opposition in the FA Cup fifth round. United were drawn against Everton, while Chelsea face a trip to Newcastle. Brentford and Hartlepool - the only sides left from outside the top two divisions - will replay for the right to travel to Southampton. Burnley's reward for a place in the last 16 was a home tie against Lancashire rivals Blackburn. The tie between Manchester United and Everton could see the return of teenage striker Wayne Rooney to his former club for the first time since his acrimonious Â£27m move. Nottingham Forest boss Gary Megson could face a trip back to old club West Brom if they come through their fourth-round replay against Tottenham. Arsenal were handed a potential home tie against fellow Londoners West Ham, providing the Hammers come through their replay against Sheffield United. Charlton will play Leicester and Bolton await the winners of the Derby-Fulham replay. : Bolton v Derby or Fulham West Bromwich Albion or Tottenham v Nottingham Forest Everton v Manchester United Charlton Athletic v Leicester City Burnley v Blackburn Southampton v Brentford or Hartlepool Newcastle v Chelsea Arsenal v West Ham or Sheffield United Ties to be played on 19/20 February.
","Arsenal were handed a potential home tie against fellow Londoners West Ham, providing the Hammers come through their replay against Sheffield United.: Bolton v Derby or Fulham  West Bromwich Albion or Tottenham v Nottingham Forest  Everton v Manchester United  Charlton Athletic v Leicester City  Burnley v Blackburn  Southampton v Brentford or Hartlepool  Newcastle v Chelsea  Arsenal v West Ham or Sheffield United  Ties to be played on 19/20 February.United were drawn against Everton, while Chelsea face a trip to Newcastle.Nottingham Forest boss Gary Megson could face a trip back to old club West Brom if they come through their fourth-round replay against Tottenham.",sport
784,"Hamm bows out for US Women's football legend Mia Hamm has played her final game. Hamm, 32, who officially retired after this year's Athens Olympics, took to the field for the last time to help the US claim a 5-0 win over Mexico. Hamm ends her career as the most prolific scorer - male or female - in international football, with 158 goals in 276 games for the US. She was twice Fifa women's player of the year and won the World Cup in 1991 and 1999 and two Olympic golds. On her retirement, Hamm said: ""There are mixed emotions. There are things in your life that you have had to put on the back-burner and you can focus more time and energy on that now. ""I have to see what is out there and not commit to everything at the beginning."" The friendly also saw the end of Julie Foudy and Joy Fawcett's US careers. Hamm will now embark on a new life with husband, Chicago Cubs shortstop Nomar Garciaparra, who was in the stands to watch her final game. He has just agreed a new deal with the Cubs after joining them in July.
","Women's football legend Mia Hamm has played her final game.Hamm will now embark on a new life with husband, Chicago Cubs shortstop Nomar Garciaparra, who was in the stands to watch her final game.Hamm ends her career as the most prolific scorer - male or female - in international football, with 158 goals in 276 games for the US.Hamm, 32, who officially retired after this year's Athens Olympics, took to the field for the last time to help the US claim a 5-0 win over Mexico.",sport
785,"Yachvili savours France comeback France scrum-half Dimitri Yachvili praised his team after they fought back to beat England 18-17 in the Six Nations clash at Twickenham. Yachvili kicked all of France's points as they staged a second-half revival. ""We didn't play last week against Scotland and we didn't play in the first half against England,"" he said. ""But we're very proud to beat England at Twickenham. We were just defending in the first half and we said we had to put them under pressure. We did well."" Yachvili admitted erratic kicking from England's Charlie Hodgson and Olly Barkley, who missed six penalties and a drop goal chance between them, had been decisive. ""I know what it's like with kicking. When you miss some it's very hard mentally, but it went well for us,"" he said. France captain Fabien Pelous insisted his side never doubted they could secure their first win against England at Twickenham since 1997. France were 17-6 down at half-time, but Pelous said: ""No-one was down at half-time, we were still confident. ""We said we only had 11 points against us, which was not much. ""The plan was to keep hold of possession and pressure England to losing their composure."" France coach Bernard Laporte accepted his side had not played well. ""We know we have to play better to defend the title,"" he said. ""I'm not happy we didn't score a try but we're happy because we won.""
","""We didn't play last week against Scotland and we didn't play in the first half against England,"" he said.""We said we only had 11 points against us, which was not much.When you miss some it's very hard mentally, but it went well for us,"" he said.France scrum-half Dimitri Yachvili praised his team after they fought back to beat England 18-17 in the Six Nations clash at Twickenham.""We know we have to play better to defend the title,"" he said.We were just defending in the first half and we said we had to put them under pressure.France were 17-6 down at half-time, but Pelous said: ""No-one was down at half-time, we were still confident.",sport
786,"Campbell to extend sprint career Darren Campbell has set his sights on running quicker than ever after deciding not to retire from sprinting. Campbell, who won Olympic 4x100m relay gold, had been unsure about his future. But he told Five Live's Sportsweek: ""I had to get back into training before I could decide because if I didn't have the same hunger I'd have to walk away. ""I've started back and I'm thoroughly enjoying it. I'm looking forward to it. I've got to run under 10 seconds (for 100m) and under 20 seconds (for 200m)."" Campbell was part of the British quartet who shocked the Americans to win relay gold in Athens in August. The Newport-based athlete and team-mates Jason Gardener, Marlon Devonish and Mark Lewis-Francis were rewarded with MBEs in the New Year Honours List. Campbell's relay triumph made up for his disappointing displays in the individual 100m and 200m events in Athens, when he failed to reach the finals. The 31-year-old, who won Olympic 200m silver in Sydney in 2000, said during the Games that a hamstring injury had stopped him from running at his best. He was criticised at the time by former Olympic champion Michael Johnson, who cast doubt on Campbell's injury claims. ""To go to Athens and finally get the gold I've been trying to get for 24 years was a big relief,"" said Campbell. ""It was a chance for me to prove that if I'd been fit I would have been challenging for the (individual) medals. ""Every season I go and challenge for the medals so why would last season have been any different? ""It's just unfortunate that I picked up that injury just before the Olympics."" Campbell set his 100m personal best of 10.04secs when he won the European title in Budapest in 1998. And he ran 20.13secs in the quarter-finals of the 200m in Sydney on the way to Olympic silver.
","""To go to Athens and finally get the gold I've been trying to get for 24 years was a big relief,"" said Campbell.Campbell, who won Olympic 4x100m relay gold, had been unsure about his future.Campbell was part of the British quartet who shocked the Americans to win relay gold in Athens in August.The 31-year-old, who won Olympic 200m silver in Sydney in 2000, said during the Games that a hamstring injury had stopped him from running at his best.""I've started back and I'm thoroughly enjoying it.He was criticised at the time by former Olympic champion Michael Johnson, who cast doubt on Campbell's injury claims.Campbell set his 100m personal best of 10.04secs when he won the European title in Budapest in 1998.",sport
787,"Trial date is set for Balco case A US judge has set a preliminary trial date for the Balco steroid distribution case which has rocked athletics. US district court judge Susan Ilston rejected an attempt by the defence team to have the case dismissed at a pre-trial hearing in San Francisco. And she set a March date for the case of the four men accused of distributing illegal performance-enhancing drugs to elite athletes to be heard. A firm decision on whether the trial takes place is expected in January. The judge said that she may conduct hearings in January into whether federal agents illegally searched the Balco headquarters and wrongfully obtained statements from the company's founder Victor Conte and its vice-president James Valente. The two men - along with personal trainer Greg Anderson and athletics coach Remy Korchemny - were all indicted earlier this year but have pleaded their innocence. The outcome of those hearings could result in some or all of the charges being dismissed. Conte said that he would be telling his side of the story on an American TV show on Friday. ""The world deserves to know the truth about performance-enhancing drugs,"" he said. Balco (The Bay Area Laboratory Cooperative) is the company at the centre of the scandal. The company has been accused by the United States Anti-Doping Agency (USADA) of being the source of the banned steroid THG and modafinil. The USADA claims that 10 athletes have received sanctions for testing positive for THG and modafinil. Former double world champion Kelli White and Olympic relay star Alvin Harrison have both been banned on the basis of materials discovered during the Balco investigation. Britain's former European 100m champion Dwain Chambers is currently serving a two-year ban after testing positive for THG in an out-of-competition test in 2003.
",A US judge has set a preliminary trial date for the Balco steroid distribution case which has rocked athletics.The judge said that she may conduct hearings in January into whether federal agents illegally searched the Balco headquarters and wrongfully obtained statements from the company's founder Victor Conte and its vice-president James Valente.The company has been accused by the United States Anti-Doping Agency (USADA) of being the source of the banned steroid THG and modafinil.And she set a March date for the case of the four men accused of distributing illegal performance-enhancing drugs to elite athletes to be heard.The USADA claims that 10 athletes have received sanctions for testing positive for THG and modafinil.US district court judge Susan Ilston rejected an attempt by the defence team to have the case dismissed at a pre-trial hearing in San Francisco.,sport
788,"Britons fed up with net service A survey conducted by PC Pro Magazine has revealed that many Britons are unhappy with their internet service. They are fed up with slow speeds, high prices and the level of customer service they receive. 17% of readers have switched suppliers and a further 16% are considering changing in the near future. It is particularly bad news for BT, the UK's biggest internet supplier, with almost three times as many people trying to leave as joining. A third of the 2,000 broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks Tim Danton, editor of PC Pro Magazine. ""We expect these figures to leap in 2005. Every month the prices drop, and more and more people are trying to switch,"" he said. The survey found that BT and Tiscali have been actively dissuading customers from leaving by offering them a lower price when they phone up to cancel their subscription. Some readers were offered a price drop just 25p more expensive than that offered by an alternative operator, making it hardly worth while swapping. Other found themselves tied into 12-month contracts. Broadband has become hugely competitive and providers are desperate to hold on to customers. 12% of those surveyed found themselves unable to swap at all. ""We discovered a huge variety of problems, but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier,"" said Tim Danton, editor of PC Pro. ""This breaks the code of practice, but because that code is voluntary there's nothing we or Ofcom can do to help,"" he said. There is a vast choice of internet service providers in the UK now and an often bewildering array of broadband packages. With prices set to drop even further in coming months Mr Danton advises everyone to shop around carefully. ""If you just stick with your current connection then there's every chance you're being ripped off,"" he warned.
","Every month the prices drop, and more and more people are trying to switch,"" he said.""We discovered a huge variety of problems, but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier,"" said Tim Danton, editor of PC Pro.A third of the 2,000 broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks Tim Danton, editor of PC Pro Magazine.A survey conducted by PC Pro Magazine has revealed that many Britons are unhappy with their internet service.With prices set to drop even further in coming months Mr Danton advises everyone to shop around carefully.The survey found that BT and Tiscali have been actively dissuading customers from leaving by offering them a lower price when they phone up to cancel their subscription.It is particularly bad news for BT, the UK's biggest internet supplier, with almost three times as many people trying to leave as joining.",tech
789,"Broadband in the UK growing fast High-speed net connections in the UK are proving more popular than ever. BT reports that more people signed up for broadband in the last three months than in any other quarter. The 600,000 connections take the total number of people in the UK signing up for broadband from BT to almost 3.3 million. Nationally more than 5 million browse the net via broadband. Britain now has among the highest number of broadband connections throughout the whole of Europe. According to figures gathered by industry watchdog, Ofcom, the growth means that the UK has now surpassed Germany in terms of broadband users per 100 people. The UK total of 5.3 million translates into 7.5 connections per 100 people, compared to 6.7 in Germany and 15.8 in the Netherlands. The numbers of people signing up to broadband include those that get their service direct from BT or via the many companies that re-sell BT lines under their own name. Part of the surge in people signing up was due to BT stretching the reach of ADSL - the UK's most widely used way of getting broadband - beyond 6km. Asymmetric Digital Subscriber Line technology lets ordinary copper phone lines support high data speeds. The standard speed is 512kbps, though faster connections are available. ""This breakthrough led to a dramatic increase in orders as we were suddenly able to satisfy the pent-up demand that existed in many areas,"" said Paul Reynolds, chief executive of BT Wholesale which provides phone lines that other firms re-sell. BT Retail, which sells net services under its own name, also had a good quarter and provided about 30% of the new broadband customers. This was a slight increase on the previous three months. Despite the good news about growth in broadband, figures from telecommunications regulator Ofcom show that BT faces increasing competition, and dwindling influence, in other sectors. Local Loop Unbundling, (LLU), in which BT rivals install their hardware in exchanges and take over the line to a customer's home or office, is growing steadily. Cable & Wireless and NTL have announced that they are investing millions to start offering LLU services. By the end of September more than 4.2 million phone lines were using so-called Carrier Pre-Section (CPS) services, such as TalkTalk and One.Tel, which route phone calls across non-BT networks from a local exchange. There are now more than 300 different firms offering CPS services and the percentage of people using BT lines for voice calls has shrunk to 55.4%.
","The 600,000 connections take the total number of people in the UK signing up for broadband from BT to almost 3.3 million.The numbers of people signing up to broadband include those that get their service direct from BT or via the many companies that re-sell BT lines under their own name.BT reports that more people signed up for broadband in the last three months than in any other quarter.There are now more than 300 different firms offering CPS services and the percentage of people using BT lines for voice calls has shrunk to 55.4%.The UK total of 5.3 million translates into 7.5 connections per 100 people, compared to 6.7 in Germany and 15.8 in the Netherlands.BT Retail, which sells net services under its own name, also had a good quarter and provided about 30% of the new broadband customers.Part of the surge in people signing up was due to BT stretching the reach of ADSL - the UK's most widely used way of getting broadband - beyond 6km.Nationally more than 5 million browse the net via broadband.",tech
790,"Ask Jeeves joins web log market Ask Jeeves has bought the Bloglines website to improve the way it handles content from web journals or blogs. The Bloglines site has become hugely popular as it gives users one place in which to read, search and share all the blogs they are interested in. Ask Jeeves said it was not planning to change Bloglines but would use the 300 million articles it has archived to round out its index of the web. How much Ask Jeeves paid for Bloglines was not revealed. Bloglines has become popular because it lets users build a list of the blogs they want to follow without having to visit each journal site individually. To do this it makes use of a technology known as Really Simple Syndication (RSS) that many blogs have adopted to let other sites know when new entries are made on their journals. The acquisition follows similar moves by other search sites. Google acquired Pyra Labs, makers of the Blogger software, in 2003. In 2004 MSN introduced its own blog system and Yahoo has tweaked its technology to do a better job of handling blog entries. Jim Lanzone, vice president of search properties at Ask Jeeves in the US, said it did not acquire Bloglines just to get a foothold in the blog publishing world. He said Ask Jeeves was much more interested in helping people find information they were looking for rather than helping them write it. ""The universe of readers is vastly larger than the universe of writers,"" he said. Mr Lanzone said the acquisition would sit well with Ask's My Jeeves service which lets people customise their own web experience and build up a personal collection of useful links. ""Search engines are about discovering information for the first time and RSS is the ideal way to keep track of and monitor those sites,"" he said. It would also help drive information and entries from blogs to the portals that Ask Jeeves operates. There would be no instant sweeping changes to Bloglines, said Mr Lanzone. ""Our intent is to take our time to figure out the right business model not to try to monetise it right away,"" he said. Though Mr Lanzone added that Ask Jeeves would be helping organise the database of 300m blog entries Bloglines holds with its own net indexing technology. ""Being able to search the blogosphere as one corpus of information will be very useful in its own right,"" said Mr Lanzone. Rumours about the acquisition were broken by the Napsterization weblog which said it got the hint from Ask Jeeves insiders.
","Jim Lanzone, vice president of search properties at Ask Jeeves in the US, said it did not acquire Bloglines just to get a foothold in the blog publishing world.Ask Jeeves said it was not planning to change Bloglines but would use the 300 million articles it has archived to round out its index of the web.Though Mr Lanzone added that Ask Jeeves would be helping organise the database of 300m blog entries Bloglines holds with its own net indexing technology.There would be no instant sweeping changes to Bloglines, said Mr Lanzone.It would also help drive information and entries from blogs to the portals that Ask Jeeves operates.How much Ask Jeeves paid for Bloglines was not revealed.He said Ask Jeeves was much more interested in helping people find information they were looking for rather than helping them write it.Mr Lanzone said the acquisition would sit well with Ask's My Jeeves service which lets people customise their own web experience and build up a personal collection of useful links.",tech
791,"Video phone help for deaf people Deaf people who prefer to communicate using British Sign Language (BSL) could soon be having their phone conversations relayed using webcams or videophones and an interpreter. The Video Relay Service is being piloted by the Royal National Institute for Deaf People (RNID), but the organisation says unless the service is provided at the same rate as voice calls it will be beyond most people's pockets. The RNID is urging telecoms regulator, Ofcom, to reduce the cost of the service from the current Â£7.00 per minute and make it the same as ordinary phone calls. The service works by putting a deaf person in visual contact with a BSL interpreter via a webcam or video phone, and the interpreter then relays the deaf person's conversation using a telephone and translates the other person's response into sign language. For many deaf people, especially those born deaf, BSL is a first and preferred means of communication. Until now, the only alternative has been to use textphones which means having to type a message and have it relayed via an operator. ""In the past, I've used textphones but they have problems,"" said Robert Currington who is taking part in the pilot. ""I communicate in BSL; my written English is not very good and it takes me longer to think in English and type my message."" ""I sometimes find it difficult to understand the reply."" The RNID says the UK is lagging behind other countries which are already making relay services available at the cost of an ordinary phone call. ""There are no technical or economic reasons for not providing equivalent access to services for deaf people,"" said RNID technology director, Guido Gybels. ""In the US and Australia, sign language relay services have already been made universally available at the same cost as a voice call. ""By failing to provide and fund the video relay service for sign language users, the telecommunications sector is effectively discriminating against an already disenfranchised group."" Ofcom says it has plans to review the services that telecoms companies are obliged to provide early next year. And new technology, including the Video Relay Service, will be discussed with interested parties in the near future. But a spokesman said its powers were limited by legislation. ""Any proposals to extend existing arrangements to cover new services would be for government to consider,"" he said. Mr Currington, like many of the UK's 70,000 BSL users, will be hoping that a way can be found to make a cost-effective service available. ""The relay service makes phone conversations a pleasure,"" he said. ""I can show my emotions more easily in BSL in the same way hearing people express emotions through voice calls.""
","""The relay service makes phone conversations a pleasure,"" he said.The Video Relay Service is being piloted by the Royal National Institute for Deaf People (RNID), but the organisation says unless the service is provided at the same rate as voice calls it will be beyond most people's pockets.The service works by putting a deaf person in visual contact with a BSL interpreter via a webcam or video phone, and the interpreter then relays the deaf person's conversation using a telephone and translates the other person's response into sign language.The RNID says the UK is lagging behind other countries which are already making relay services available at the cost of an ordinary phone call.""In the US and Australia, sign language relay services have already been made universally available at the same cost as a voice call.""There are no technical or economic reasons for not providing equivalent access to services for deaf people,"" said RNID technology director, Guido Gybels.Deaf people who prefer to communicate using British Sign Language (BSL) could soon be having their phone conversations relayed using webcams or videophones and an interpreter.""By failing to provide and fund the video relay service for sign language users, the telecommunications sector is effectively discriminating against an already disenfranchised group.""",tech
792,"Loyalty cards idea for TV addicts Viewers could soon be rewarded for watching TV as loyalty cards come to a screen near you. Any household hooked up to Sky could soon be using smartcards in conjunction with their set-top boxes. Broadcasters such as Sky and ITV could offer viewers loyalty points in return for watching a particular channel or programme. Sky will activate a spare slot on set-top boxes in January, marketing magazine New Media Age reported. Sky set-top boxes have two slots. One is for the viewer's decryption card, while the other has been dormant until now. Loyalty cards have become a common addition to most wallets, as High Street brands rush to keep customers with a series of incentives offered by store cards. Now similar schemes look set to enter the highly competitive world of multi-channel TV. Viewers who stay loyal to a particular TV channel could be rewarded by free TV content or freebies from retail partners. Broadcasters aiming content at children could offer smartcards which gives membership to exclusive content and clubs. ""Parents could pre-pay for some content, as a kind of TV pocket money card,"" said Nigel Whalley, managing director of media consultancy Decipher. Viewers could even be rewarded for watching ad breaks, with ideas such as ad bingo being touted by firms keen to make money out of the new market, said Mr Whalley. Credit cards that have been chipped could be used in set-top boxes to pay for movies, gambling and gaming. ""The idea of an intelligent card in boxes offers a lot of possibilities. It will be down to the ingenuity of the content players,"" said Mr Whalley. For the BBC, revenue-generating activity will be of little interest but the new development may prompt changes to Freeview set-top boxes, said Mr Whalley. Currently most Freeview boxes do not have a slot which would allow viewers to use a smartcard. Some 7.4 million households have Sky boxes and Sky is hoping to increase this to 10 million by 2010. Loyalty cards could play a role in this, particularly in reducing the number of people who cancel their Sky subscriptions, said Ian Fogg, an analyst with Jupiter Research.
","Viewers could soon be rewarded for watching TV as loyalty cards come to a screen near you.""Parents could pre-pay for some content, as a kind of TV pocket money card,"" said Nigel Whalley, managing director of media consultancy Decipher.Credit cards that have been chipped could be used in set-top boxes to pay for movies, gambling and gaming.Any household hooked up to Sky could soon be using smartcards in conjunction with their set-top boxes.Sky set-top boxes have two slots.Broadcasters such as Sky and ITV could offer viewers loyalty points in return for watching a particular channel or programme.Loyalty cards could play a role in this, particularly in reducing the number of people who cancel their Sky subscriptions, said Ian Fogg, an analyst with Jupiter Research.Viewers who stay loyal to a particular TV channel could be rewarded by free TV content or freebies from retail partners.",tech
793,"Speak easy plan for media players Music and film fans will be able to control their digital media players just by speaking to them, under plans in development by two US firms. ScanSoft and Gracenote are developing technology to give people access to their film and music libraries simply by voice control. They want to give people hands-free access to digital music and films in the car, or at home or on the move. Huge media libraries on some players can make finding single songs hard. ""Voice command-and-control unlocks the potential of devices that can store large digital music collections,"" said Ross Blanchard, vice president of business development for Gracenote. ""These applications will radically change the car entertainment experience, allowing drivers to enjoy their entire music collections without ever taking their hands off the steering wheel,"" he added. Gracenote provides music library information for millions of different albums for jukeboxes such as Apple's iTunes. The new technology will be designed so that people can play any individual song or movie out of a collection, just by saying its name. Users will also be able to request music that fits a mood or an occasion, or a film just by saying the actor's name. ""Speech is a natural fit for today's consumer devices, particularly in mobile environments,"" said Alan Schwartz, vice president of SpeechWorks, a division of ScanSoft. ""Pairing our voice technologies with Gracenote's vast music database will bring the benefits of speech technologies to a host of consumer devices and enable people to access their media in ways they've never imagined."" The two firms did not say if they were developing the technology for languages other than English. Users will also be able to get more information on a favourite song they have been listening to by asking: ""What is this?"" Portable players are becoming popular in cars and a number of auto firms are working with Apple to device interfaces to control the firm's iPod music player. But with tens of thousands of songs able to be stored on one player, voice control would make finding that elusive track by Elvis Presley much easier. The firms gave no indication about whether the iPod, or any other media player, were in mind for the use of the voice control technology. The companies estimate that the technology will be available in the fourth quarter of 2005.
","ScanSoft and Gracenote are developing technology to give people access to their film and music libraries simply by voice control.Music and film fans will be able to control their digital media players just by speaking to them, under plans in development by two US firms.""Pairing our voice technologies with Gracenote's vast music database will bring the benefits of speech technologies to a host of consumer devices and enable people to access their media in ways they've never imagined.""The firms gave no indication about whether the iPod, or any other media player, were in mind for the use of the voice control technology.Portable players are becoming popular in cars and a number of auto firms are working with Apple to device interfaces to control the firm's iPod music player.They want to give people hands-free access to digital music and films in the car, or at home or on the move.Users will also be able to request music that fits a mood or an occasion, or a film just by saying the actor's name.",tech
